nombre,region,latitud,longitud,altura,codigo_parroquia,Latitude, Longitude, Elevation, HorasDisconfort
SAN_BARTOLOME, Sierra, -3, -78.8, 2598, 10955, -3.01,  -78.85,  2598.00,  5358\n
SAN_BARTOLOME_DE_PINLLOG, Sierra, -1.2, -78.7, 3177, 180163, -1.21,  -78.65,  3177.00,  5809\n
SAN_BLAS, Sierra, 0.4, -78.3, 2753, 100654, 0.42,  -78.27,  2753.00,  5090\n
SAN_CARLOS, Oriente, -1.1, -79.4, 73, 120553, -1.11,  -79.42,  73.00,  2252\n
SAN_CARLOS1, , -2.5, -79.5, 46, 91152, -2.54,  -79.47,  46.00,  2384\n
SAN_CARLOS2, , -0.4, -76.9, 266, 220353, -0.40,  -76.89,  266.00,  2991\n
SAN_CARLOS_DE_LAS_MINAS, Oriente, -4.1, -78.8, 1509, 190158, -4.06,  -78.81,  1509.00,  4471\n
SAN_CARLOS_DE_LIMON, Oriente, -3.3, -78.3, 1818, 140852, -3.31,  -78.29,  1818.00,  4281\n
SAN_CRISTOBAL_(CARLOS_ORDONNEZ_LAZO), Sierra, -2.8, -78.8, 2559, 10559, -2.84,  -78.85,  2559.00,  5189\n
SAN_FCO_DE_NATABUELA, Sierra, 0.3, -78.2, 2597, 100252, 0.31,  -78.19,  2597.00,  5139\n
SAN_FCO_DE_SIGSIPAMBA, , 0.3, -77.9, 3251, 100553, 0.27,  -77.90,  3251.00,  6172\n
SAN_FELIPE_DE_ONNA, Sierra, -3.5, -79.1, 2946, 11050, -3.51,  -79.11,  2946.00,  5342\n
SAN_FERNANDO, Sierra, -3.1, -79.3, 2980, 10750, -3.14,  -79.27,  2980.00,  5405\n
SAN_FERNANDO_(PASA_SAN_FERNANDO), Sierra, -1.2, -78.8, 4146, 180164, -1.22,  -78.80,  4146.00,  6754\n
SAN_FRANCISCO, Costa, 0.7, -80, 124, 80356, 0.69,  -80.00,  124.00,  2230\n
SAN_FRANCISCO_DEL_VERGEL, Oriente, -4.7, -79, 2149, 190852, -4.71,  -79.03,  2149.00,  5398\n
SAN_FRANCISCO_DE_BORJA_(VIRGILIO_DAVILA), Oriente, -0.4, -77.9, 1918, 150754, -0.43,  -77.87,  1918.00,  5433\n
SAN_FRANCISCO_DE_CHINIMBIMI, Oriente, -2.7, -78.2, 816, 140557, -2.71,  -78.19,  816.00,  3581\n
SAN_FRANCISCO_DE_NOVILLO_(CAB_EN_NOVILLO), Costa, -0.2, -79.8, 188, 130551, -0.18,  -79.81,  188.00,  2235\n
SAN_FRANCISCO_DE_ONZOLE, Costa, 0.8, -79.1, 58, 80258, 0.85,  -79.11,  58.00,  2252\n
SAN_FRANCISCO_DE_SAGEO, Sierra, -2.7, -78.9, 2675, 30252, -2.71,  -78.88,  2675.00,  5237\n
SAN_GABRIEL, Sierra, 0.6, -77.8, 2791, 40550, 0.57,  -77.82,  2791.00,  5237\n
SAN_GERARDO, Sierra, -3.1, -79.2, 2923, 10252, -3.13,  -79.21,  2923.00,  5495\n
SAN_GERARDO_DE_PACAICAGUAN, Sierra, -1.6, -78.6, 2662, 60755, -1.64,  -78.62,  2662.00,  5373\n
SAN_GREGORIO, Costa, 0.5, -79.9, 64, 80357, 0.51,  -79.88,  64.00,  2211\n
SAN_ISIDRO, Sierra, 0.6, -78, 3185, 40353, 0.60,  -78.00,  3185.00,  5636\n
SAN_ISIDRO1, , -2.2, -78.2, 1500, 140156, -2.18,  -78.15,  1500.00,  3725\n
SAN_ISIDRO2, , -0.4, -80.2, 185, 131457, -0.37,  -80.20,  185.00,  2127\n
SAN_ISIDRO3, , -3.7, -80, 527, 71453, -3.74,  -80.00,  527.00,  3267\n
SAN_ISIDRO_DE_PATULU, Sierra, -1.5, -78.7, 3639, 60756, -1.54,  -78.67,  3639.00,  6242\n
SAN_JACINTO, Costa, -1.6, -80.1, 41, 90551, -1.61,  -80.14,  41.00,  2400\n
SAN_JACINTO_DEL_BUA, Sierra, -0.1, -79.4, 259, 230154, -0.15,  -79.42,  259.00,  2678\n
SAN_JACINTO_DE_BUENA_FE, Costa, -0.8, -79.5, 106, 121050, -0.77,  -79.51,  106.00,  2199\n
SAN_JACINTO_DE_WAKAMBEIS, Oriente, -3.3, -78.5, 1633, 140853, -3.28,  -78.49,  1633.00,  3246\n
SAN_JACINTO_DE_YAGUACHI, Costa, -2.1, -79.7, 7, 92050, -2.07,  -79.71,  7.00,  2489\n
SAN_JAVIER_DE_CACHAVI_(CAB_EN_SAN_JAVIER), Costa, 1.1, -78.8, 32, 80558, 1.07,  -78.77,  32.00,  2347\n
SAN_JOAQUIN, Sierra, -2.9, -79.2, 3723, 10163, -2.90,  -79.19,  3723.00,  6599\n
SAN_JOSE, Oriente, -1.3, -77.9, 986, 160351, -1.34,  -77.88,  986.00,  3028\n
SAN_JOSE1, , -3.6, -79.7, 988, 70354, -3.63,  -79.66,  988.00,  3743\n
SAN_JOSE_DEL_CHAZO, Sierra, -1.5, -78.6, 2930, 60757, -1.53,  -78.55,  2930.00,  5390\n
SAN_JOSE_DEL_TAMBO_(TAMBOPAMBA), Sierra, -2, -79.2, 1141, 20251, -2.02,  -79.19,  1141.00,  4574\n
SAN_JOSE_DE_ANCON, Costa, -2.3, -80.8, 50, 240156, -2.31,  -80.83,  50.00,  2651\n
SAN_JOSE_DE_CAYAPAS, Costa, 0.9, -79, 17, 80263, 0.90,  -78.97,  17.00,  2273\n
SAN_JOSE_DE_CHALTURA, Sierra, 0.4, -78.2, 2269, 100253, 0.37,  -78.19,  2269.00,  5159\n
SAN_JOSE_DE_CHAMANGA, Costa, 3.5, -79.9, 31, 80358, 3.50,  -79.88,  31.00,  2532\n
SAN_JOSE_DE_CHIMBO, Sierra, -1.7, -79, 2699, 20350, -1.66,  -79.02,  2699.00,  6004\n
SAN_JOSE_DE_DAHUANO, Oriente, -0.8, -77.4, 383, 220454, -0.82,  -77.42,  383.00,  3051\n
SAN_JOSE_DE_GUAYUSA, Oriente, -0.2, -77.2, 383, 220160, -0.18,  -77.17,  383.00,  3065\n
SAN_JOSE_DE_MINAS, Sierra, 0.2, -78.5, 2481, 170181, 0.19,  -78.49,  2481.00,  5236\n
SAN_JOSE_DE_MORONA, Oriente, -2.9, -77.7, 234, 141251, -2.89,  -77.75,  234.00,  2926\n
SAN_JOSE_DE_PAYAMINO, Oriente, -0.5, -77.3, 353, 220453, -0.52,  -77.32,  353.00,  2945\n
SAN_JOSE_DE_POALO, Sierra, -1.1, -78.4, 3555, 180856, -1.07,  -78.40,  3555.00,  6230\n
SAN_JOSE_DE_RARANGA, Sierra, -3.1, -78.9, 2775, 10956, -3.14,  -78.94,  2775.00,  5572\n
SAN_JUAN, Sierra, -3, -78.8, 2511, 10357, -2.96,  -78.82,  2511.00,  5258\n
SAN_JUAN1, , -1.6, -78.8, 4028, 60160, -1.57,  -78.83,  4028.00,  6494\n
SAN_JUAN2, , -1.7, -79.6, 19, 120452, -1.65,  -79.56,  19.00,  2433\n
SAN_JUAN_BOSCO, Oriente, -3.1, -78.6, 1569, 140850, -3.15,  -78.56,  1569.00,  3225\n
SAN_JUAN_DE_CERRO_AZUL, Costa, -3.5, -79.8, 771, 70355, -3.52,  -79.76,  771.00,  3438\n
SAN_JUAN_DE_ILUMAN, Sierra, 0.3, -78.2, 2755, 100456, 0.27,  -78.23,  2755.00,  5126\n
SAN_JUAN_DE_PASTOCALLE, Sierra, -0.7, -78.6, 3353, 50159, -0.68,  -78.64,  3353.00,  5777\n
SAN_LORENZO, Costa, -1.7, -78.9, 3738, 20156, -1.69,  -78.93,  3738.00,  6486\n
SAN_LORENZO1, , 1.3, -78.8, 41, 80550, 1.27,  -78.80,  41.00,  2376\n
SAN_LORENZO2, , -1.1, -80.9, 233, 130851, -1.09,  -80.87,  233.00,  2475\n
SAN_LUCAS, Sierra, -3.7, -79.2, 2582, 110157, -3.75,  -79.24,  2582.00,  5351\n
SAN_LUIS, Sierra, -1.7, -78.6, 2665, 60161, -1.71,  -78.64,  2665.00,  5446\n
SAN_LUIS_DE_ARMENIA, Oriente, -0.4, -77.2, 290, 220161, -0.41,  -77.16,  290.00,  2968\n
SAN_LUIS_DE_EL_ACHO_(CAB_EN_EL_ACHO), Oriente, -2.8, -78.3, 738, 140554, -2.79,  -78.33,  738.00,  3518\n
SAN_LUIS_DE_PAMBIL, Sierra, -1.2, -79.2, 482, 20160, -1.25,  -79.22,  482.00,  3180\n
SAN_MARTIN_DE_PUZHIO, Sierra, -3, -78.7, 3021, 11154, -2.98,  -78.75,  3021.00,  5537\n
SAN_MATEO, Costa, 0.8, -79.6, 10, 80163, 0.85,  -79.62,  10.00,  2142\n
SAN_MIGUEL, Sierra, -1.8, -79, 2867, 20554, -1.77,  -79.04,  2867.00,  6075\n
SAN_MIGUEL1, , -1, -78.5, 3281, 50550, -1.03,  -78.50,  3281.00,  5870\n
SAN_MIGUEL2, , -2.8, -78.8, 2784, 30158, -2.80,  -78.84,  2784.00,  5293\n
SAN_MIGUELITO, Sierra, -1.2, -78.5, 2809, 180857, -1.20,  -78.53,  2809.00,  5514\n
SAN_MIGUEL_DE_CONCHAY, Oriente, -3.1, -78.2, 1101, 140356, -3.15,  -78.24,  1101.00,  3913\n
SAN_MIGUEL_DE_CUYES, Oriente, -3.3, -78.9, 2505, 140257, -3.32,  -78.87,  2505.00,  5494\n
SAN_MIGUEL_DE_IBARRA, Sierra, 0.4, -78.1, 2244, 100150, 0.36,  -78.09,  2244.00,  5062\n
SAN_MIGUEL_DE_LOS_BANCOS, Sierra, -0, -79, 868, 170750, -0.03,  -78.96,  868.00,  3900\n
SAN_PABLO, Sierra, 0.2, -78.2, 2836, 100457, 0.21,  -78.17,  2836.00,  5184\n
SAN_PABLO_(CAB_EN_PUEBLO_NUEVO), Costa, -1.2, -80.1, 105, 131355, -1.21,  -80.06,  105.00,  2126\n
SAN_PABLO_(SAN_PABLO_DE_ATENAS), Sierra, -1.8, -79.1, 2304, 20554, -1.81,  -79.07,  2304.00,  5979\n
SAN_PABLO_DE_TENTA, Sierra, -3.6, -79.3, 2843, 111156, -3.62,  -79.30,  2843.00,  5411\n
SAN_PABLO_DE_USHPAYACU, Oriente, -0.9, -77.7, 676, 150354, -0.90,  -77.72,  676.00,  3556\n
SAN_PEDRO_DE_LA_BENDITA, Sierra, -4, -79.4, 2230, 110353, -3.96,  -79.45,  2230.00,  5021\n
SAN_PEDRO_DE_LOS_COFANES, Oriente, -0.2, -76.8, 292, 210454, -0.15,  -76.84,  292.00,  2955\n
SAN_PEDRO_DE_SUMA, Costa, -0.2, -79.6, 185, 130452, -0.17,  -79.56,  185.00,  2194\n
SAN_PEDRO_DE_VILCABAMBA, Sierra, -4.2, -79.2, 1818, 110158, -4.23,  -79.18,  1818.00,  4565\n
SAN_PLACIDO, Costa, -1.1, -80.1, 413, 130156, -1.06,  -80.14,  413.00,  2903\n
SAN_RAFAEL, Sierra, 0.4, -77.9, 2252, 40255, 0.43,  -77.91,  2252.00,  5360\n
SAN_RAFAEL1, , 0.2, -78.2, 3011, 100458, 0.18,  -78.23,  3011.00,  5277\n
SAN_RAFAEL_DE_SHARUG, Sierra, -3.3, -79.5, 1592, 10652, -3.27,  -79.54,  1592.00,  3145\n
SAN_ROQUE, Sierra, 0.3, -78.2, 2621, 100254, 0.30,  -78.22,  2621.00,  5151\n
SAN_ROQUE_(AMBROSIO_MALDONADO), Costa, -3.7, -79.7, 1046, 71055, -3.74,  -79.68,  1046.00,  3784\n
SAN_ROQUE_(CAB_EN_SAN_VICENTE), Oriente, -0.3, -76.4, 249, 210453, -0.32,  -76.40,  249.00,  2968\n
SAN_SEBASTIAN, Costa, -1.7, -79.1, 2667, 20354, -1.69,  -79.05,  2667.00,  6144\n
SAN_SEBASTIAN1, , -1.1, -80, 409, 131152, -1.08,  -79.97,  409.00,  2852\n
SAN_SEBASTIAN_DEL_COCA, Oriente, -0.2, -77, 323, 220354, -0.22,  -77.02,  323.00,  2976\n
SAN_SEBASTIAN_DE_YULUC, Sierra, -3.4, -79.4, 1710, 111157, -3.39,  -79.42,  1710.00,  3349\n
SAN_SIMON_(YACOTO), Sierra, -1.6, -78.9, 3395, 20157, -1.64,  -78.92,  3395.00,  6127\n
SAN_VICENTE, Costa, -2.9, -78.7, 2725, 11253, -2.87,  -78.65,  2725.00,  5290\n
SAN_VICENTE1, , -1.7, -79, 2625, 20556, -1.74,  -78.99,  2625.00,  5823\n
SAN_VICENTE2, , -0.6, -80.3, 168, 132250, -0.56,  -80.33,  168.00,  2043\n
SAN_VICENTE_DE_HUATICOCHA, Oriente, -0.7, -77.5, 1163, 220455, -0.68,  -77.51,  1163.00,  3908\n
SAN_VICENTE_DE_PUSIR, Sierra, 0.5, -78, 1745, 40254, 0.49,  -78.02,  1745.00,  4928\n
SAQUISILI, Sierra, -0.8, -78.7, 3057, 50650, -0.84,  -78.70,  3057.00,  5696\n
SARACAY, Costa, -3.7, -79.8, 323, 71056, -3.67,  -79.84,  323.00,  2885\n
SARAGURO, Sierra, -3.6, -79.2, 2524, 111150, -3.63,  -79.23,  2524.00,  5363\n
SARAYACU, Oriente, -1.8, -77.4, 447, 160161, -1.80,  -77.43,  447.00,  3276\n
SARDINAS, Oriente, -0.4, -77.9, 2242, 150455, -0.37,  -77.89,  2242.00,  5532\n
SAYAUSI, Sierra, -2.8, -79.2, 3796, 10165, -2.80,  -79.17,  3796.00,  6658\n
SELVA_ALEGRE, Costa, -3.6, -79.3, 2886, 111158, -3.56,  -79.35,  2886.00,  5375\n
SELVA_ALEGRE1, , 0.9, -78.9, 69, 80260, 0.92,  -78.88,  69.00,  2387\n
SELVA_ALEGRE_(CAB_EN_SAN_MIGUEL_DE_PAMPLONA), Sierra, 0.3, -78.5, 2371, 100459, 0.27,  -78.50,  2371.00,  5310\n
SEVILLA, Oriente, -2.3, -78.8, 3150, 60258, -2.30,  -78.82,  3150.00,  5850\n
SEVILLA1, , 0.1, -77.1, 400, 210652, 0.09,  -77.15,  400.00,  3051\n
SEVILLA_DE_ORO, Sierra, -2.8, -78.6, 3080, 11350, -2.80,  -78.62,  3080.00,  5672\n
SEVILLA_DON_BOSCO, Oriente, -2.5, -77.9, 839, 140157, -2.48,  -77.89,  839.00,  3741\n
SHELL, Oriente, -1.5, -78.1, 1100, 160252, -1.49,  -78.06,  1100.00,  3098\n
SHIMPIS, Oriente, -2.7, -78.1, 1373, 141052, -2.66,  -78.12,  1373.00,  3195\n
SHUSHUFINDI, Oriente, -0.2, -76.6, 292, 210450, -0.15,  -76.62,  292.00,  3011\n
SIBAMBE, Sierra, -2.2, -78.9, 3094, 60259, -2.19,  -78.91,  3094.00,  5840\n
SIDCAY, Sierra, -2.8, -79, 2598, 10166, -2.82,  -78.97,  2598.00,  5299\n
SIETE_DE_JULIO, Oriente, -0.2, -76.8, 291, 210455, -0.17,  -76.76,  291.00,  2982\n
SIGCHOS, Sierra, -0.6, -78.9, 2474, 50750, -0.62,  -78.91,  2474.00,  5401\n
SIGSIG, Sierra, -3.1, -78.8, 3281, 10950, -3.07,  -78.76,  3281.00,  6067\n
SIMIATUG, Sierra, -1.3, -79, 2739, 20159, -1.27,  -78.98,  2739.00,  5751\n
SIMON_BOLIVAR, Costa, -2, -79.5, 21, 92250, -2.00,  -79.45,  21.00,  2409\n
SIMON_BOLIVAR_(CAB_EN_GANNANZOL), Sierra, -3, -78.8, 2604, 10360, -2.97,  -78.79,  2604.00,  5314\n
SIMON_BOLIVAR_(CAB_EN_MUSHULLACTA), Oriente, -1.9, -77.7, 535, 160162, -1.90,  -77.69,  535.00,  3389\n
SIMON_BOLIVAR_(JULIO_MORENO), Costa, -2.2, -80.4, 138, 240155, -2.17,  -80.36,  138.00,  2494\n
SINAI, Oriente, -2.1, -78.2, 1740, 140158, -2.07,  -78.19,  1740.00,  4792\n
SININCAY, Sierra, -2.9, -79, 2699, 10167, -2.85,  -79.02,  2699.00,  5398\n
SINSAO, Costa, -3.6, -79.6, 1646, 71358, -3.62,  -79.58,  1646.00,  3072\n
SOLANO, Sierra, -2.8, -78.9, 2579, 30651, -2.81,  -78.93,  2579.00,  5229\n
SOZORANGA, Sierra, -4.2, -79.8, 1084, 111250, -4.25,  -79.79,  1084.00,  3934\n
STA_SUSANA_DE_CHIVIAZA_(CAB_EN_CHIVIAZA), Oriente, -2.9, -78.3, 1065, 140357, -2.92,  -78.30,  1065.00,  3974\n
SUA_(CAB_EN_LA_BOCANA), Costa, 0.8, -79.9, 139, 80652, 0.77,  -79.89,  139.00,  2324\n
SUCRE, Costa, -1.3, -80.4, 175, 131650, -1.30,  -80.42,  175.00,  2085\n
SUCRE_(CAB_EN_SUCRE-PATATE_URCU), Sierra, -1.2, -78.4, 3656, 180553, -1.24,  -78.40,  3656.00,  6415\n
SUCUA, Oriente, -2.5, -78.2, 1043, 140650, -2.45,  -78.20,  1043.00,  4025\n
SUMACO, Oriente, -0.5, -77.7, 2733, 150756, -0.49,  -77.72,  2733.00,  5696\n
SUMAYPAMBA, Sierra, -3.4, -79.3, 1856, 111160, -3.41,  -79.34,  1856.00,  3902\n
SUSCAL, Sierra, -2.5, -79.1, 2721, 30750, -2.46,  -79.07,  2721.00,  5885\n
SUSUDEL, Sierra, -3.4, -79.2, 2548, 11051, -3.42,  -79.20,  2548.00,  5158\n
TABABELA, Sierra, -0.1, -78.4, 2418, 170183, -0.14,  -78.36,  2418.00,  4940\n
TABACUNDO, Sierra, 0.1, -78.2, 2913, 170450, 0.06,  -78.22,  2913.00,  5193\n
TABIAZO, Costa, 0.8, -79.7, 144, 80165, 0.78,  -79.73,  144.00,  2275\n
TACAMOROS, Sierra, -4.4, -79.7, 2036, 111252, -4.43,  -79.73,  2036.00,  5206\n
TACHINA, Costa, 0.9, -79.6, 174, 80166, 0.94,  -79.60,  174.00,  2249\n
TADAY, Sierra, -2.7, -78.7, 3339, 30160, -2.66,  -78.71,  3339.00,  5861\n
TAISHA, Oriente, -2.4, -77.5, 493, 140950, -2.39,  -77.52,  493.00,  3223\n
TALAG, Oriente, -1.1, -78.2, 1900, 150157, -1.05,  -78.17,  1900.00,  5213\n
TAMBILLO, Costa, -0.4, -78.6, 2812, 170356, -0.41,  -78.56,  2812.00,  5395\n
TAMBILLO1, , 1.2, -78.9, 9, 80560, 1.18,  -78.89,  9.00,  2348\n
TANICUCHI, Sierra, -0.8, -78.6, 3031, 50161, -0.76,  -78.65,  3031.00,  5567\n
TAQUIL_(MIGUEL_RIOFRIO), Sierra, -3.9, -79.3, 1974, 110160, -3.92,  -79.29,  1974.00,  4096\n
TARACOA_(NUEVA_ESPERANZA_YUCA), , -0.5, -76.8, 283, 220152, -0.54,  -76.78,  283.00,  2908\n
TARAPOA, Oriente, -0.2, -76.3, 240, 210750, -0.19,  -76.26,  240.00,  2962\n
TARIFA, Costa, -2, -79.8, 2, 91651, -1.97,  -79.81,  2.00,  2580\n
TARQUI, Oriente, -3, -79, 2742, 10168, -3.00,  -79.04,  2742.00,  5491\n
TARQUI1, , -1.6, -78, 928, 160163, -1.57,  -77.96,  928.00,  3849\n
TAURA, Costa, -2.4, -79.6, 6, 91154, -2.43,  -79.64,  6.00,  2469\n
TAYUZA, Oriente, -2.7, -78.3, 810, 140556, -2.66,  -78.28,  810.00,  3584\n
TELEMBI, Costa, 0.6, -78.9, 411, 80261, 0.60,  -78.90,  411.00,  3057\n
TELIMBELA, Sierra, -1.7, -79.2, 1423, 20355, -1.68,  -79.19,  1423.00,  4217\n
TENA, Oriente, -1, -77.8, 499, 150150, -0.98,  -77.81,  499.00,  3313\n
TENDALES_(CAB_EN_PUERTO_TENDALES), Costa, -3.1, -79.8, 8, 70653, -3.13,  -79.80,  8.00,  2263\n
TENGUEL, Costa, -3, -79.8, 8, 90158, -3.01,  -79.79,  8.00,  2328\n
TENIENTE_HUGO_ORTIZ, Oriente, -1.4, -77.9, 1053, 160164, -1.36,  -77.94,  1053.00,  3091\n
TIMBARA, Oriente, -4.1, -78.9, 1365, 190156, -4.10,  -78.90,  1365.00,  4318\n
TIMBIRE, Costa, 1, -78.9, 51, 80264, 0.99,  -78.86,  51.00,  2329\n
TIPUTINI, Oriente, -0.8, -75.7, 208, 220254, -0.79,  -75.67,  208.00,  2720\n
TISALEO, Sierra, -1.4, -78.7, 3224, 180950, -1.35,  -78.67,  3224.00,  5848\n
TIXAN, Sierra, -2.2, -78.8, 3347, 60260, -2.15,  -78.77,  3347.00,  5959\n
TNTE_MAXIMILIANO_RODRIGUEZ_LOAIZA, Sierra, -4.2, -80.1, 1149, 110457, -4.20,  -80.06,  1149.00,  4001\n
TOACASO, Sierra, -0.7, -78.8, 3606, 50162, -0.71,  -78.76,  3606.00,  6016\n
TOBAR_DONOSO_(LA_BOCANA_DE_CAMUMBI), Sierra, 1, -78.4, 674, 40156, 1.02,  -78.43,  674.00,  2726\n
TOCACHI, Sierra, 0.1, -78.3, 2873, 170453, 0.05,  -78.30,  2873.00,  5149\n
TOMAS_DE_BERLANGA_(SANTO_TOMAS), , -0.4, -91.5, 1000, 200251, -0.39,  -91.51,  1000.00,  3420\n
TOMEBAMBA, Sierra, -2.7, -78.7, 2775, 10561, -2.72,  -78.68,  2775.00,  5278\n
TONCHIGUE, Costa, 0.8, -79.9, 83, 80653, 0.77,  -79.94,  83.00,  2139\n
TONSUPA, Costa, 0.9, -79.8, 70, 80654, 0.88,  -79.77,  70.00,  2221\n
TORATA, Costa, -3.6, -79.9, 520, 71255, -3.59,  -79.85,  520.00,  3108\n
TOSAGUA, Costa, -0.8, -80.3, 45, 131550, -0.77,  -80.30,  45.00,  2049\n
TOTORAS, Sierra, -1.3, -78.6, 2735, 180166, -1.31,  -78.61,  2735.00,  5422\n
TRES_DE_NOVIEMBRE, Oriente, -0.2, -76.9, 311, 220357, -0.17,  -76.93,  311.00,  2960\n
TUFINNO, Sierra, 0.8, -77.9, 3507, 40157, 0.76,  -77.87,  3507.00,  6087\n
TULCAN, Sierra, 0.8, -77.8, 3109, 40150, 0.77,  -77.76,  3109.00,  5643\n
TULULBI_(CAB_EN_RICAURTE), Costa, 1.1, -78.6, 96, 80561, 1.14,  -78.63,  96.00,  2455\n
TUMBABIRO, Sierra, 0.5, -78.2, 2143, 100655, 0.46,  -78.20,  2143.00,  5126\n
TUMBACO, Sierra, -0.2, -78.4, 2360, 170184, -0.22,  -78.39,  2360.00,  4984\n
TUNDAYME, Oriente, -3.6, -78.5, 1129, 190653, -3.61,  -78.45,  1129.00,  4041\n
TUPIGACHI, Sierra, 0.1, -78.2, 2990, 170454, 0.10,  -78.19,  2990.00,  5272\n
TURI, Sierra, -2.9, -79, 2642, 10169, -2.95,  -79.02,  2642.00,  5434\n
TURUPAMBA, Sierra, -2.7, -78.9, 2893, 30253, -2.73,  -78.91,  2893.00,  5316\n
TUTUPALI, Oriente, -3.5, -79, 2619, 190452, -3.47,  -78.96,  2619.00,  5457\n
TUUTINENTZA, Oriente, -2.7, -77.5, 232, 140953, -2.69,  -77.51,  232.00,  2929\n
ULBA, Sierra, -1.4, -78.4, 2467, 180254, -1.38,  -78.37,  2467.00,  5383\n
UNAMUNCHO, Sierra, -1.2, -78.6, 2689, 180168, -1.17,  -78.59,  2689.00,  5490\n
UNION_MILAGRENNA, Oriente, -0.4, -76.8, 265, 220358, -0.39,  -76.78,  265.00,  2981\n
URBINA, Costa, 1, -78.7, 108, 80562, 0.99,  -78.69,  108.00,  2412\n
URBINA_(TAYA), Sierra, 0.8, -77.7, 2999, 40158, 0.78,  -77.70,  2999.00,  5406\n
URCUQUI, Sierra, 0.4, -78.2, 2148, 100650, 0.42,  -78.18,  2148.00,  5095\n
URDANETA_(PAQUISHAPA), Sierra, -3.6, -79.2, 2815, 111159, -3.64,  -79.17,  2815.00,  5476\n
UTUANA, Sierra, -4.4, -79.7, 1773, 110253, -4.38,  -79.68,  1773.00,  4678\n
UYUMBICHO, Sierra, -0.4, -78.5, 2800, 170357, -0.41,  -78.52,  2800.00,  5108\n
UZHCURRUMI, Costa, -3.4, -79.6, 650, 70955, -3.35,  -79.60,  650.00,  3348\n
VACAS_GALINDO_(EL_CHURO)_(CAB_EN_SAN_MIGUEL_ALTO), Sierra, 0.3, -78.5, 1980, 100358, 0.31,  -78.54,  1980.00,  5292\n
VALDEZ_(LIMONES), Costa, 1.2, -79, 5, 80250, 1.21,  -78.98,  5.00,  2330\n
VALENCIA, Costa, -0.8, -79.3, 242, 121150, -0.78,  -79.31,  242.00,  2667\n
VALLADOLID, Oriente, -4.5, -79.1, 2452, 190853, -4.46,  -79.14,  2452.00,  5296\n
VALLE, Sierra, -2.9, -79, 2649, 10170, -2.94,  -78.97,  2649.00,  5289\n
VALLE_DE_LA_VIRGEN, Costa, -1.7, -80.2, 75, 91451, -1.73,  -80.19,  75.00,  2405\n
VALLE_HERMOSO, Sierra, -0.1, -79.2, 341, 230155, -0.07,  -79.24,  341.00,  2835\n
VALPARAISO, Sierra, -1.6, -78.6, 3425, 60759, -1.55,  -78.61,  3425.00,  5982\n
VELASCO_IBARRA_(CAB_EL_EMPALME), Costa, -1, -79.7, 70, 90850, -1.04,  -79.67,  70.00,  2225\n
VENTANAS, Costa, -1.5, -79.4, 19, 120750, -1.46,  -79.45,  19.00,  2367\n
VENTURA, Sierra, -2.3, -79.1, 705, 30362, -2.28,  -79.13,  705.00,  3520\n
VERACRUZ_(INDILLAMA)_(CAB_EN_INDILLAMA), Oriente, -1.5, -77.9, 1077, 160165, -1.53,  -77.89,  1077.00,  3124\n
VICENTINO, Sierra, -4, -79.9, 1551, 111055, -3.98,  -79.92,  1551.00,  4332\n
VICHE, Costa, 0.6, -79.5, 55, 80454, 0.63,  -79.55,  55.00,  2210\n
VICTORIA, Costa, -3.4, -79.8, 44, 71256, -3.42,  -79.83,  44.00,  2273\n
VICTORIA_DEL_PORTETE_(IRQUIS), Sierra, -3.1, -79.1, 3040, 10171, -3.07,  -79.12,  3040.00,  5708\n
VILCABAMBA_(VICTORIA), Sierra, -4.3, -79.2, 1785, 110161, -4.28,  -79.23,  1785.00,  4625\n
VILLA_LA_UNION_(CAJABAMBA), Sierra, -1.7, -78.8, 3378, 60350, -1.73,  -78.79,  3378.00,  5993\n
VINCES, Costa, -1.5, -79.7, 24, 120850, -1.49,  -79.72,  24.00,  2365\n
VIRGEN_DE_FATIMA, Costa, -2.3, -79.7, 10, 92056, -2.27,  -79.67,  10.00,  2562\n
VUELTA_LARGA, Costa, 0.9, -79.7, 41, 80168, 0.89,  -79.71,  41.00,  2218\n
WILFRIDO_LOOR_MOREIRA_(MAICITO), Costa, -0.3, -79.6, 194, 130451, -0.33,  -79.65,  194.00,  2231\n
YAGUACHI_VIEJO_(CONE), Costa, -2.2, -79.7, 12, 92055, -2.19,  -79.67,  12.00,  2536\n
YAMANA, Sierra, -4, -79.7, 1021, 110959, -4.00,  -79.69,  1021.00,  3890\n
YANAYACU_-_MOCHAPATA_(CAB_EN_YANAYACU), Sierra, -1.5, -78.7, 3636, 180652, -1.47,  -78.68,  3636.00,  6236\n
YANGANA_(ARSENIO_CASTILLO), Sierra, -4.4, -79.2, 2424, 110162, -4.39,  -79.18,  2424.00,  5238\n
YANTZAZA_(YANZATZA), Oriente, -3.8, -78.8, 962, 190550, -3.78,  -78.77,  962.00,  3735\n
YARUQUI, Sierra, -0.2, -78.3, 3052, 170185, -0.19,  -78.30,  3052.00,  5394\n
YASUNI, Oriente, -0.8, -75.3, 194, 220255, -0.77,  -75.35,  194.00,  2683\n
YAUPI, Oriente, -2.8, -78, 658, 141051, -2.81,  -78.01,  658.00,  3443\n
YUNGANZA_(CAB_EN_EL_ROSARIO), Oriente, -2.9, -78.5, 2563, 140358, -2.89,  -78.47,  2563.00,  5571\n
